INCIDENT,I DESCRIPTION,CLASSIFICATION,DAY,MONTH,YEAR,Full date,TIME_OF_INCIDENT,HOUR RANGE,SUBURB,TOWN,VEHICLES__total,WHAT_WAS_BURNING,DESCRIPTION,ACTIONS_OF,EQUIPMENT_,FPA_SUSPEC,DETAILS_OF,PUMPING_TI,DISTRICT,STATIONS,SUBURB_GEO,PRED_DWELL,AMHHI,PRED_LSMGR,PRED_TENURE,PRED_LANGUAGE,PRED_RACE,PRED_AGE,PRED_MARITAL STATUS,PRED_EDUCATION,POPULATION,SUBURB_AREA,STREET,LONGITUDE,LATITUDE
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",19,February,2014,02/19/2014 12:00:00 AM,0:03,0:00 - 0:30,Gugulethu,Tygerberg,0:43,Reeds Alight,Average Vegetation Fire,Extinguished Fire With Water Using One Fog-jet From E10,1 Hose Reel,Other,Passer-by Dropping A Light,0:10,East,Guguletu,Gugulethu SP,BrHse_SepStand,5263,LSM 05,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,58328,488000,N 2 Incoming (between Borcherds Quarry & Modderdam/duinefontein Rd),18.572023000000002,-33.983476000000003
Residential,Informal,"Fire, manually extinguished",9,June,2014,06/09/2014 12:00:00 AM,0:03,0:00 - 0:30,Gugulethu,Cape Town,00:33|00:25|00:25|00:23,"Bed, Bedding And Personal Effects Etc.",Average Structural Fire,Extinguished With One Fog Jet From E34 Motor Pump,1 X Hose-Reel,Open Flames,Lighted Candle Overturned Igniting Bedding,0:10,East,"Guguletu, Mitchells Plain",Gugulethu SP,BrHse_SepStand,5263,LSM 05,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,58328,488000,Ny 22,18.572023000000002,-33.983476000000003
Commercial,Shop,"False Alarm, Good Intent",6,October,2014,10/06/2014 12:00:00 AM,0:03,0:00 - 0:30,Philippi,Cape Town,00:50|00:50|00:49|00:41,,False Alarm,Brigade Made Sure Area Was Safe,Thermal Imaging Camera,Heating,False Alarm,,East,"Guguletu, Mitchells Plain",Philippi SP2,BrHse_SepStand,6581,LSM 06,Occupied,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,6985,3422000,Stock Road,18.530878999999999,-34.004941000000002
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",30,December,2014,12/30/2014 12:00:00 AM,0:03,0:00 - 0:30,Zonnebloem,Cape Town,01:39|01:34,Grass,Average Vegetation Fire,Extinguished Fire With One Jet From E06 Motor Pump,"2 X 65mm, 1 X 45mm Hose",Smoking,Passer By Dropping A Light,0:20,West,"Roeland Street, Epping",Zonnebloem,Flats,11678,LSM 07,Rented,English,Black African,Age 20 - 24,Unmarried,Secondary,5407,142000,Christiaans Street,18.432670999999999,-33.932523000000003
Miscellaneous,Auto Alarm,,8,February,2015,02/08/2015 12:00:00 AM,0:03,0:00 - 0:30,Parow Industria,Tygerberg,0:28,,,,,,,,,,Parow Industrial,Semi-detached,6096,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 40 - 44,Unmarried,Secondary,55,234000,Industrial Ring Road,18.610417000000002,-33.931609000000002
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",5,March,2015,03/05/2015 12:00:00 AM,0:03,0:00 - 0:30,Brentwood Park,Tygerberg,0:35,,False Alarm,Nil,Nil,N/a,"False Alarm, No Sign Of Fire.",,East,Belhar,Brentwood Park(Blue Downs),BrHse_SepStand,17246,LSM 10,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,1457,0.99,R 300,18.658964999999998,-33.982652000000002
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",15,March,2015,03/15/2015 12:00:00 AM,0:03,0:00 - 0:30,Gugulethu,Cape Town,0:43,Rubbish Burnt,Rubbish Fire,Extinguished With One Fog Jet From E08 M/pump,1 X Hose-Reel,Open Flames,Passer-by Dropping A Light,0:26,East,Guguletu,Gugulethu SP,BrHse_SepStand,5263,LSM 05,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,58328,488000,Wilton Dyeshana Road,18.572023000000002,-33.983476000000003
Miscellaneous,Assist Private Company,Special Service,7,April,2015,04/07/2015 12:00:00 AM,0:03,0:00 - 0:30,Fish Hoek,South Peninsula,0:45,,Special Service,Nil,Nil,N/a,Hostage Situation,,West,Fish Hoek,Fish Hoek SP,BrHse_SepStand,21124,LSM 11,Owned Paid In Full,English,White,Age 55 - 59,Married,Secondary,8652,788000,Main Road (m4),18.421023000000002,-34.139077999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",9,May,2015,05/09/2015 12:00:00 AM,0:03,0:00 - 0:30,Ocean View,,0:32,Small Area Of Vegetation Alight,Minor Vegetation Fire,Extinguished With One Fog Jet From E29 Motorpump (600 L),1 Hose Reel,Open Flames,Suspected Incindiarism,0:05,West,Fish Hoek,Ocean View,BrHse_SepStand,6821,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,14322,175000,Slangkop Road,18.346212999999999,-34.143675000000002
Other,Rubbish/Grass/Bush,,18,November,2015,11/18/2015 12:00:00 AM,0:03,0:00 - 0:30,Philippi,South Peninsula,0:29,,,,,,,,,,Philippi SP2,BrHse_SepStand,6581,LSM 06,Occupied,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,6985,3422000,Springfield Road ( From Lansdowne Road  Ottery Road ),18.530878999999999,-34.004941000000002
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",11,January,2009,01/11/2009 12:00:00 AM,0:04,0:00 - 0:30,Lansdowne,South Peninsula,0:01,,,,,,False Alarm With Good Intent Due To Fire Burning Itself Out Before Arrival And Brigade Unable To Locate Site.,,East,Guguletu,Turf Hall,BrHse_SepStand,18519,LSM 10,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,895,0.12,Lansdowne Road,18.509457000000001,-33.995420000000003
Industrial,Food And Drink,"False Alarm, Good Intent",14,February,2009,02/14/2009 12:00:00 AM,0:04,0:00 - 0:30,Gordons Bay,Blaauwberg,00:19|00:20|00:05|00:13|00:12,False Alarm,False Alarm,Nil,Nil,,False Alarm,,North,Milnerton,Gordons Bay SP,BrHse_SepStand,21896,LSM 11,Rented,Afrikaans,White,Age 25 - 29,Married,Secondary,5274,302000,Signal Crescent,18.877126000000001,-34.156393999999999
Miscellaneous,Other,"Special Service, False Good Intent",2,May,2009,05/02/2009 12:00:00 AM,0:04,0:00 - 0:30,Pinelands,Cape Town,0:20,,False Alarm,,,N/a,False Alarm With Good Intent Due To Overhead Wires Arcing,,West,Salt River,Pinelands,BrHse_SepStand,39397,LSM 14,Owned Not Paid Off,English,White,Age 20 - 24,Married,Secondary,14985,586000,The Mead,18.497351999999999,-33.941659999999999
Residential,Formal,"Fire, manually extinguished",12,July,2009,07/12/2009 12:00:00 AM,0:04,0:00 - 0:30,Sir Lowrys Pass Village,Helderberg,00:17|00:20|00:13|00:22,Unknown,,Nil,Nil,Undetermined,Unknown,0:00,East,Strand,Sir Lowry's Pass,BrHse_SepStand,5257,LSM 05,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,8967,198000,Mandela Road,18.912718000000002,-34.121766000000001
Residential,Formal,"False Alarm, Good Intent",15,July,2009,07/15/2009 12:00:00 AM,0:04,0:00 - 0:30,Central,Cape Town,00:52|00:46|00:52,,False Alarm,,,,False Alarm Good Intent Due To Unknown Smell Being Mistaken For The Smell Of Smoke.,,West,Roeland Street,Cape Town CBD,Flats,26927,LSM 12,Rented,NA,Black African,Age 25 - 29,Unmarried,NA,5807,258000,,18.423586,-33.922170999999999
Residential,Informal,"Fire, manually extinguished",9,August,2009,08/09/2009 12:00:00 AM,0:04,0:00 - 0:30,Atlantis,Blaauwberg,00:39|00:38|00:21|00:30,Wood & Iron Structure,Minor Structural Fire,Extinguished - One Fog Jet From E33 Motor Pump,One Hose Reel,Open Flames,Suspected Open Flames,0:20,North,Atlantis,Avondale SP1,BrHse_SepStand,8647,LSM 06,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,12281,232000,Old Mamre Darling Road,18.494011,-33.563637999999997
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",8,December,2009,12/08/2009 12:00:00 AM,0:04,0:00 - 0:30,"Uitsig, Elsies Rivier",Elsies River,00:44|00:44,"Bed, Bedding And Personnal Effects",Average Structural Fire,Extinguished: One Fog Jet From Echo 46 Motor Pump,1 X Hose Reel,Electrical Faults,Short Circuit In Electrical Wirning Overheating And Igniting Insulation,0:15,East,Belhar,Uitsig,BrHse_SepStand,5657,LSM 06,Rented,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,14117,0.92,Uitsig Ave (east),18.598846000000002,-33.938409
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",14,December,2009,12/14/2009 12:00:00 AM,0:04,0:00 - 0:30,Hout Bay,South Peninsula,01:01|00:39,,Minor Vegetation Fire,Used One Jet From Street Hydryant To Extinguish Fire,1xbranch;3x65mm Hose,Open Flames,Stranger Dropped A Light,1:00,West,"Hout Bay, Constantia",Hout Bay SP,BrHse_SepStand,34318,LSM 14,Rented,English,White,Age 0 - 4,Unmarried,Secondary,13477,2224000,Main Road (m6),18.351351000000001,-34.033861999999999
Residential,Informal,"False Alarm, Good Intent",26,December,2009,12/26/2009 12:00:00 AM,0:04,0:00 - 0:30,Site C,Khayelitsha,0:00,,False Alarm,,,,Fagi - Call Entered In Error,,East,Nil - No Response,Khayelitsha SP,Informal,2369,LSM 02,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,11874,477000,,18.696017000000001,-34.036470999999999
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",6,January,2010,01/06/2010 12:00:00 AM,0:04,0:00 - 0:30,Plattekloof / Loevenstein,Tygerberg,1:14,Grass,Minor Vegetation Fire,Extinguished 1xarea Of Grass With 1xfogjet Froms14,1xfogjet,Undetermined,,0:57,North,Goodwood,Plattekloof 1,BrHse_SepStand,46563,LSM 14,Owned Paid In Full,English,White,Age 25 - 29,Married,Secondary,594,0.34,N 1 Outgoing  (between Plattekloof Road And Jip De Jager Drive),18.588922,-33.881883999999999
Transport,Car/Motorcycle,"Fire, manually extinguished",3,February,2010,02/03/2010 12:00:00 AM,0:04,0:00 - 0:30,Eersterivier,Tygerberg,00:22|00:25,Wiring And The Carpets,Vehicle Fire,Extinguished The Fire With Water From E54a,1 X Fog Jet,Electrical Faults,Faulty Wiring,,East,"Mfuleni, Kuilsrivier",Clairwood,BrHse_SepStand,11179,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,1847,0.25,Bobs Way,18.731629999999999,-34.006154000000002
Residential,Formal,"False Alarm, Good Intent",7,February,2010,02/07/2010 12:00:00 AM,0:04,0:00 - 0:30,Delft South,Tygerberg,00:25|00:04,,,,,Other,Pot Of Food Left Unattendand On Stove,,East,Belhar,Delft South,BrHse_SepStand,3307,LSM 04,Owned Paid In Full,IsiXhosa,Black African,Age 0 - 4,Unmarried,Secondary,38108,237000,Uiehout Street,18.635618999999998,-33.989201000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",2,March,2010,03/02/2010 12:00:00 AM,0:04,0:00 - 0:30,Somerset West,Helderberg,15:05|16:15|07:51|08:34|06:28|05:55|12:15|06:33|06:15|07:37|04:16|00:41|06:12|05:54|07:47|12:18|12:31|06:48|10:29|08:31|16:57|08:01|08:35|07:29|16:22|07:15|05:46|03:36|17:38|07:04|06:53|14:23|09:09|04:42|05:31|04:55|04:35|00:00|05:04|05:03|05:53|07:06|14,Vegetation,Major Vegetation Fire,Extinguished With Various Jets From Various Pumps,"20 X 65mm And 18 X 45mm Fire Hose, 100l Of Eco Firebreak",Other,Undetermined,5:00,East,"Somerset West, Strand, Atlantis, Belhar, Bellville, Brooklyn, Durbanville, Epping, Goodwood, Guguletu, Hout Bay, Khayelitsha, Kraaifontein, Kuilsrivier, Lakeside, Lansdowne, Macassar, Mfuleni, Milnerton, Mitchells Plain, Ottery, Salt River, Wynberg",Firgrove Rural,BrHse_SepStand,28935,LSM 13,Rented,Afrikaans,White,Age 25 - 29,Unmarried,Secondary,1204,1921000,Vergelegen Ave,18.813265000000001,-34.077181000000003
Other,Rubbish/Grass/Bush,"False Alarm, Malicious",8,March,2010,03/08/2010 12:00:00 AM,0:04,0:00 - 0:30,Rondebosch,Cape Town,0:38,,False Alarm,Nil,Nil,,,,West,Salt River,Rondebosch,BrHse_SepStand,39181,LSM 14,Rented,English,White,Age 20 - 24,Unmarried,Tertiary Plus,15400,642000,,18.475614,-33.965159
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",23,May,2010,05/23/2010 12:00:00 AM,0:04,0:00 - 0:30,Bellville,Tygerberg,00:23|00:24,Wood Offcuts,Rubbish Fire,Informed The Vagrants Responsible To Put The Fire Out In The Presents Of The The Brigade Which They Did,Nil,Open Flames,Vagrants Made Fire For Warmth,,North,Bellville,De Bron,BrHse_SepStand,36895,LSM 14,Owned Not Paid Off,Afrikaans,White,Age 30 - 34,Married,Secondary,1874,136000,Retief Street,18.620567999999999,-33.901721999999999
Residential,Informal,"Fire, manually extinguished",30,May,2010,05/30/2010 12:00:00 AM,0:04,0:00 - 0:30,Old Crossroads,Cape Town,00:54|00:54|00:57|00:51|00:59,"Bed, Bedding And Personal Effects, Etc.",Minor Structural Fire,Extinguished With One Jet From E53a Motor Pump,"2 X 65mm Hose , 1 X 45mm Hose And 1 X TFT Branch",Undetermined,Unknown Pending South African Police Investigation,0:10,East,"Guguletu, Mitchells Plain, Mfuleni, Goodwood",Athlone SP,BrHse_SepStand,15355,LSM 09,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,9386,150000,Old Klipfontein Road,18.506843,-33.961041000000002
Other,Miscellaneous,"False Alarm, Good Intent",23,June,2010,06/23/2010 12:00:00 AM,0:04,0:00 - 0:30,Hanover Park,South Peninsula,0:18,,,Nil,Nil,N/a,False A;arm With Good Intent Due To An Unauthorized Control Fire Being Mistaken For Tyres Alight.,,West,Ottery,Hanover Park,Flats,3845,LSM 05,Rented,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,36545,209000,Lansdowne Road,18.528939000000001,-33.994663000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",4,July,2010,07/04/2010 12:00:00 AM,0:04,0:00 - 0:30,Parow,Tygerberg,00:23|00:18|00:18,Grass/rubbish,,Extinguished Fire Using One Hose Reel,Hos Reel,Other,Undertermined,0:07,North,"Goodwood, Bellville",Parow SP,Flats,9715,LSM 07,Rented,Afrikaans,Black African,Age 25 - 29,Unmarried,Secondary,3609,0.52,Carstens,18.579815,-33.908071999999997
Residential,Formal,"Fire, manually extinguished",19,July,2010,07/19/2010 12:00:00 AM,0:04,0:00 - 0:30,Tafelsig (mpn),Cape Town,00:20|00:32|00:26|00:25,House,,Made Affected Area Safe,Nil,Other,Pending On Police Investigation,,East,"Mitchells Plain, Lansdowne, Ottery",Tafelsig,BrHse_SepStand,4770,LSM 05,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,65181,432000,Grotto Crescent,18.638821,-34.059358000000003
Residential,Formal,"Fire, automatically extinguished",31,July,2010,07/31/2010 12:00:00 AM,0:04,0:00 - 0:30,Ocean View,South Peninsula,01:06|00:44|01:08|00:48,A Small Quantity Of Rubbish,Rubbish Fire,Nil,Nil,Other,Smoking Material Igniting Rubbish.,,West,"Fish Hoek, Lakeside, Simonstown",Ocean View,BrHse_SepStand,6821,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,14322,175000,Dove Street,18.357340000000001,-34.143568999999999
Residential,Formal,"Fire, manually extinguished",10,September,2010,09/10/2010 12:00:00 AM,0:04,0:00 - 0:30,Delft South,Tygerberg,00:42|00:43|00:46|00:45|00:54,Contents Of Dwelling,Minor Structural Fire,Extinguished Using 1x Jet From E26a Backed Up By W11,1x 45mm Hose,Open Flames,Electrical Wires Overheating And Igniting Insulation Setting Materials Alight,0:15,East,"Belhar, Kuilsrivier, Lansdowne",Delft South,BrHse_SepStand,3307,LSM 04,Owned Paid In Full,IsiXhosa,Black African,Age 0 - 4,Unmarried,Secondary,38108,237000,Tamarisk,18.635618999999998,-33.989201000000001
Institutional,Hospital & Nursing,"Fire, manually extinguished",21,December,2010,12/21/2010 12:00:00 AM,0:04,0:00 - 0:30,Plumstead,South Peninsula,03:45|03:55|03:39|03:24|02:34|02:03|03:13|02:10|03:47|01:56|02:01|01:13|00:59,"Medical Consumables, Furniture And Equipment",Average Structural Fire,Extinguished With One Jet From E12 M/p(4230) And Continual Use Of Internal Hosereels To Damp Down.,1x45mm And 1x65mm Hose;iternal Hosereels And 16 Ba Sets And 4 Ppv In Use.,Undetermined,Undetermined,0:15,West,"Wynberg, Constantia, Lakeside, Ottery, Brooklyn, Salt River, Roeland Street, Other - See Remarks",The Vines(Constatia),BrHse_SepStand,61585,LSM 14,Owned Paid In Full,English,White,Age 60 - 64,Married,Tertiary Plus,711,0.52,Burnham Road,18.459969999999998,-34.027558999999997
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",20,March,2011,03/20/2011 12:00:00 AM,0:04,0:00 - 0:30,Salt River,Cape Town,1:36,Rubbish,Rubbish Fire,Extinguished Fire,2 Jets,Undetermined,Unknown,1:15,West,Brooklyn,Salt River,BrHse_SepStand,13325,LSM 08,Rented,English,Coloured,Age 20 - 24,Unmarried,Secondary,6941,275000,Voortrekker Road,18.459434999999999,-33.934669
Residential,Formal,"Fire, manually extinguished",7,September,2011,09/07/2011 12:00:00 AM,0:04,0:00 - 0:30,Westridge (mpn),Cape Town,00:25|00:25|00:20|00:25,Pot Of Oil On Stove,,Made Affected Area Safe,Nil,Heating,Pot Of Oil Left On Stove,,East,"Mitchells Plain, Khayelitsha",Westridge(Mitchells Plain),BrHse_SepStand,9996,LSM 07,Owned Paid In Full,English,Coloured,Age 0 - 4,Unmarried,Secondary,20447,228000,Lemur Street,18.599951999999998,-34.050721000000003
Transport,Car/Motorcycle,"Special Service, False Good Intent",5,October,2011,10/05/2011 12:00:00 AM,0:04,0:00 - 0:30,Macassar,Helderberg,00:18|00:04|00:10,Motor Vehicle,Vehicle Fire,No Services Rendered Just Make Sure Area Is Safe.,Nil,Other,Electrical Defects,,East,Macassar,Macassar SP,BrHse_SepStand,6456,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,34151,2706000,Doh Street,18.770282000000002,-34.064959000000002
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",9,December,2011,12/09/2011 12:00:00 AM,0:04,0:00 - 0:30,Kraaifontein,Oostenberg,0:21,Tree,Minor Vegetation Fire,Extinguished With One Fog Jet From Echo 50 Motor Pump,,Other,Passer-by Dropping A Light,0:05,North,Kraaifontein,Eikendal,BrHse_SepStand,12625,LSM 08,Owned Paid In Full,Afrikaans,Coloured,Age 25 - 29,Unmarried,Secondary,5479,0.82,Ave 12th Twelfth Avenue,18.71941,-33.853541
Other,Miscellaneous,"False Alarm, Good Intent",26,December,2011,12/26/2011 12:00:00 AM,0:04,0:00 - 0:30,Rocklands (mpn),Cape Town,0:19,,False Alarm,,,N/a,False Alarm With Good Intent Due To Fire Being Extinguished By Members Of The Community Before The Arrival Of Brigade.,,East,Mitchells Plain,Rocklands,Semi-detached,8166,LSM 06,Owned Paid In Full,English,Coloured,Age 0 - 4,Unmarried,Secondary,31434,311000,Caravelle Road,18.606904,-34.062508999999999
Transport,Car/Motorcycle,"Fire, manually extinguished",20,November,2012,11/20/2012 12:00:00 AM,0:04,0:00 - 0:30,Kleinbegin,Kraaifontein,00:24|00:17,Vehicle And Entire Contents.,Vehicle Fire,Extinguished With 1x Fog Jet From E02(500liters),1x Hosereel.,Arson,Vehicle Striped Off Parts And Set Alight.,0:09,North,"Kraaifontein, Brackenfell",Klein Begin informal,Informal,2897,LSM 03,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,3355,0.14,Lincoln Road,18.730575000000002,-33.858116000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",7,January,2013,01/07/2013 12:00:00 AM,0:04,0:00 - 0:30,Strand,Helderberg,01:20|00:07|00:09,Vegetation.,Minor Vegetation Fire,Extinguished With One Fog Jet From B07 Bush Tender (2400 Litres).,1 X Hose Reel.,Open Flames,Passer-by Dropping A Light.,0:20,East,"Khayelitsha, Macassar, Strand",Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,N 2,18.830607000000001,-34.112954999999999
Other,Plantation and Forest,"Fire, manually extinguished",9,February,2013,02/09/2013 12:00:00 AM,0:04,0:00 - 0:30,Gordons Bay,Helderberg,1:03,Tree Stump,Minor Vegetation Fire,Extinguished Fire With One Fog Jet,Hose Reel,Other,Vagrant Living In The Bush Surrounding The Tree,0:03,East,Khayelitsha,Gordons Bay SP,BrHse_SepStand,21896,LSM 11,Rented,Afrikaans,White,Age 25 - 29,Married,Secondary,5274,302000,Dennehof,18.877126000000001,-34.156393999999999
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",18,February,2013,02/18/2013 12:00:00 AM,0:04,0:00 - 0:30,Wynberg,South Peninsula,00:31|00:24|00:21,Rubbish,Rubbish Fire,Extinguished With 1 Fog Jet From E24(600litres),1 X Hosereel,Open Flames,Passer-by Dropping Alight,0:05,West,"Wynberg, Ottery, Constantia",Wynberg,Flats,21125,LSM 11,Rented,English,Coloured,Age 25 - 29,Unmarried,Secondary,15274,507000,Main Road,18.46912,-34.002417999999999
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",24,May,2013,05/24/2013 12:00:00 AM,0:04,0:00 - 0:30,Khayelitsha,Tygerberg,00:28|00:31,Tyres,Rubbish Fire,Extinguished With One Fog Jet From E26a Motor Pump,1 X Hosereel,Arson,Protestors Setting Tyres Alight On Verge Of Public Highway,0:15,East,Lansdowne,Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,N 2 Incoming (between Mew Way & R300),18.650269999999999,-34.032004999999998
Residential,Informal,"Fire, manually extinguished",2,June,2013,06/02/2013 12:00:00 AM,0:04,0:00 - 0:30,Khayelitsha,Tygerberg,00:56|00:55|00:54|00:58|00:57,"Bed, Bedding And Personal Effects",Minor Structural Fire,Extinguished Fire Using 1 Jet From E26a Motor Pump(15050),"3x 65mm, 2x 45mm, 1 X Akron Branch",Open Flames,Candle Overturned And Ignited Bedding,0:26,East,"Lansdowne, Khayelitsha",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Nyandeni Crescent,18.650269999999999,-34.032004999999998
Residential,Formal,"Fire, manually extinguished",18,August,2013,08/18/2013 12:00:00 AM,0:04,0:00 - 0:30,Ruyterwacht,Cape Town,00:34|00:18|00:16,Smouldering Roof Beams Against Chimney Flue In Roof Void.,Minor Structural Fire,Ensured Area Was Safe By Damping Roof Beams In Roof Void Down With One Fog Jet From E31 Motor Pump,One Hosereel,Heating,"Poor Design In Construction Allowing Hot Gases From Chimney Flue To Come Into Contact With Roofing Beams, Causing Smouldering Of Beams.",0:01,North,"Epping, Goodwood",Ruyterwacht,BrHse_SepStand,12519,LSM 08,Rented,English,Coloured,Age 30 - 34,Unmarried,Secondary,9402,141000,Oranje Street,18.553419000000002,-33.924931999999998
