ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,Type_ID,Type,Violent_or_non_violent,Violent_or_non_violent_code,Rangecode,Reasonforprotest,ward,Toilets.None,Toilets.Bucket toilet,Toilets.Other,Toilets.Unspecified,Toilets.Chemical toilet,Toilets.Flush toilet (connected to sewerage system),Toilets.Pit toilet without ventilation,Toilets.Pit toilet with ventilation (VIP),Toilets.Total,Toilets.Not applicable,Toilets.Flush toilet (with septic tank),Electricity.No electricity for heating:,Electricity.No electricity for lighting,Electricity.No electricity for cooking:,Electricity.Electricity for heating:,Electricity.Electricity for cooking:,Electricity.Total,Electricity.Electricity for lighting,Water.Regional/local water scheme (operated by municipality or other water services provider),Water.Spring,Water.Dam/pool/stagnant water,Water.Water tanker,Water.Other,Water.Borehole,Water.River/stream,Water.Total,Water.Not applicable,Water.Rain water tank,Water.Water vendor,Location 1
555,Gauteng - Emfuleni,0,0,Vanderbijlpark,Sharpeville,GP - Sharpeville,"-26.687343,27.869049",Seeiso st,Zwane st,28-Jun-13,28-Jun-13,0,1,Crime related,Peaceful,0,5,Marchers took the streets of Sharpeville on Friday June 28 against the use of substance abuse.,74201013,34,25,19,23,0,14654,0,11,14780,0,14,315,66,74,4495,4736,4810,4744,14670,0,3,15,44,17,0,14780,0,0,31,"3
(-26.687342, 27.869049)"
264,Gauteng - City of Johannesburg,1,0,Johannesburg,University of Johannesburg Soweto campus,GP - Protea Glen,"-26.260597,27.923592",Chris Hani road,Chris Hani road,29-Jun-13,29-Jun-13,0,5,Political causes,Peaceful,0,5,Police officers fired a stun grenade at a group of protestors near the entrance of the University of Johannesburg Soweto campus ahead of US President Barack Obama's visit there. Obama was due to address young people at an event at the Soweto campus. Protesters rallying against President Barack Obama's visit to South Africa.,79800024,684,6394,882,105,807,18229,2183,4027,33953,0,642,4776,3200,3264,5119,6631,9895,6695,31564,52,32,840,688,320,250,33952,0,103,103,"3
(-26.260597, 27.923591)"
344,Gauteng - Ekurhuleni,1,0,Johannesburg,OR Tambo Int Aiport,GP - Int Airport Jhb,"-26.135051,28.228891",R21,OR Tambo Rd,29-Jun-13,29-Jun-13,0,4,Labour related,Peaceful,0,5,A group of 11 lieutenants-colonel in charge of operations at OR Tambo International Airport have obtained an urgent court interdict to stop their transfer from the border police unit to several police stations in Gauteng.  They approached the Labour Court this week after they were issued with letters of transfer from their posts and were “locked out” for more than a week,79700017,213,15,64,544,2,34931,1,26,36764,460,508,1735,93,698,8946,9983,10681,10588,34627,13,293,67,968,200,8,36766,460,26,104,"3
(-26.135051, 28.228891)"
261,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha,WC - Khayelitsha,"-34.039985,18.67393",R300,N2 highway,1-Jul-13,1-Jul-13,0,9,Service delivery,Violent,1,5,Protesters blocked a portion of the N2 highway in Khayelitsha with toilet pots full of faeces and burning tyres. The incident follows a spate of protests about sanitation in Cape Town that has resulted in numerous closures of the N2 and a number of arrests for dumping human waste. Some 184 people were arrested for public violence in Woodstock last month and nine men on Tuesday for dumping human waste at Cape Town International Airport.,19100094,110,81,51,58,28,24060,1,27,24967,2,549,4765,42,382,1640,6023,6405,6363,24193,3,0,43,643,23,8,24967,2,17,35,"9
(-34.039985, 18.673929)"
269,Gauteng - City of Tshwane,1,0,Hammanskraal,Temba municipal offices,GP - Temba,"-25.399557,28.259501",Lucas Mangope Dr,Lucas Mangope Dr,1-Jul-13,3-Jul-13,0,9,Service delivery,Violent,1,5,The crowd had begun its protests to express anger about an employment selection process for the Magalies water project. The project is part of the upgrading of the Magalies water treatment plant.,79900074,41,30,84,83,151,14519,8442,547,24121,11,213,716,108,367,5415,5764,6131,6023,19401,17,177,1954,1804,236,9,24119,11,112,398,"3
(-25.399557, 28.259501)"
262,Gauteng - City of Tshwane,1,0,Pretoria,Hatfield,GP - Brooklyn,"-25.743229,28.246858",End street,N1 South,2-Jul-13,2-Jul-13,0,6,Transport related,Peaceful,0,5,Cosatu drive slow convoy against e-tolls. The labour federation continues to call on motorists not to register for e-tags.,79900056,721,3,15,104,3,17787,8,10,19381,627,103,510,63,493,7671,7688,8181,8118,18401,5,6,17,172,86,5,19381,627,12,50,"3
(-25.743228, 28.246858)"
263,Western Cape - City of Cape Town,1,0,Cape Town,Bellville Magistrate’s Court,WC - Bellville,"-33.903026,18.638944",Voortrekker Rd,Voortrekker Rd,2-Jul-13,2-Jul-13,0,9,Service delivery,Peaceful,0,5,"More than 20 people protesting outside the Bellville Magistrate’s Court in support of the alleged Cape Town International Airport faeces-tossers were arrested on Monday for being too close to the court building without permission. They were at court for the appearance of the nine people arrested at the airport last week - city councilor Luyiso Nkohla, expelled councilor Andile Lili, Yanga Njingwana, Ben Dyoni, Bantubakhe Ngobodiya, Wandesile Mkapa, Jaj Dimiso, Bongile Zamazo and Thembela Mabajwa.",19100010,425,72,122,145,5,29402,8,0,30521,250,92,1151,36,370,6468,7249,7619,7583,29894,0,30,71,197,21,8,30521,250,11,39,"9
(-33.903025, 18.638943)"
272,KwaZulu Natal - eThekwini,1,0,Durban,N2 uMngeni freeway,KZN - Durban Central,"-29.802604,30.981924",N2 uMngeni freeway,N2 uMngeni freeway,2-Jul-13,5-Jul-13,1,4,Labour related,Peaceful,0,5,"Workers building the N2 uMngeni freeway are on an ongoing strike due to wage dispute with the contractor. National Union of Mineworkers (NUM) KZN regional coordinator, Bhekani Ngcobo, said that Rumdel Cape/EXR Joint Venture offered them R3 000 broken into five milestones, kicking in from October 30. These would also include November, December, March 2014 and August 2014.",59500034,314,125,876,234,2134,26387,5834,239,37213,0,1070,5667,5207,5475,7002,7194,12669,7462,35096,34,495,587,603,94,7,37211,0,54,241,"6
(-29.802603, 30.981923)"
294,Limpopo - Thulamela,0,1,Thohoyandou,Thohoyandou Magistrate court,LP - Thohoyandou,"-22.974917,30.462563",Church Street,Church street,3-Jul-13,3-Jul-13,0,1,Crime related,Peaceful,0,5,"The alleged assault on an ambassador of the Special Olympics in Vhembe, international athlete Rofhiwa Manwadu, has ignited widespread uproar and outcry all over the country.",93403021,455,32,50,26,516,8355,7954,1251,19236,27,570,1163,137,1103,3517,3577,4680,4543,17643,143,652,89,188,162,42,19237,27,42,249,"8
(-22.974917, 30.462562)"
342,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg,GP - Johannesburg Central,"-26.204463,28.039799",Market St,Simmonds St,3-Jul-13,3-Jul-13,1,4,Labour related,Peaceful,0,5,"Pikitup workers embarked on a go-slow on Wednesday, with the company having confirmed it was not running to full capacity.  Pikitup is the City of Johannesburg's waste management company.  ""We have not received a formal notification as management into the reasons, but are engaging with employees to find out what their grievances are,"" spokeswoman Desiree Ntshingila said.  ",79800124,523,179,229,262,5,41154,15,64,43066,13,622,1548,762,1495,14289,14342,15837,15075,40982,36,13,286,1538,55,17,43068,13,22,106,"3
(-26.204463, 28.039798)"
268,North West - Tlokwe City Council,0,0,Potchefstroom,Tlokwe local municipality offices,NW - Potchefstroom,"-26.71663,27.098297",Wolmarans Street,Sol Platjie Street,4-Jul-13,4-Jul-13,0,3,Election related,Violent,1,5,Members of the ANC burnt party T-shirts outside the Tlokwe local municipality offices in protest against the expulsion of 14 councillors,64002024,7,1,1,15,0,1206,3,0,1288,53,2,34,5,19,509,524,543,538,1133,0,8,1,62,23,0,1289,53,5,4,"5
(-26.716629, 27.098296)"
341,Western Cape - City of Cape Town,1,0,Cape Town,"Monwabisi, Khayelitsha sub-council offices",WC - Khayelitsha,"-33.675483,18.99115",Sangoma St,Mbeleko St,4-Jul-13,4-Jul-13,0,9,Service delivery,Peaceful,0,5,The protesting Monwabisi residents cite lack of proper sanitation and houses as some of their concerns. Residents of Monwabisi informal settlement have camped outside the two entrances of the building since this morning. They are demanding that Cape Town Mayor Patricia De Lille comes to receive their memorandum of grievances.,10203006,33,64,503,13,0,5177,2,0,5831,0,39,1434,425,571,169,1032,1603,1178,5635,19,0,40,63,9,38,5829,0,18,7,"9
(-33.675483, 18.99115)"
288,Free State - Fezile Dabi,0,0,Kroonstad,Voorspoed,FS - Kroonstad,"-27.42612,27.198029",Not applicable,Not applicable,5-Jul-13,6-Jul-13,0,4,Labour related,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue.",42003020,182,82,331,7,30,1764,1328,520,4717,2,471,648,305,426,1121,1343,1769,1464,1110,0,16,94,69,3365,15,4716,2,17,28,"2
(-27.42612, 27.198028)"
289,Northern Cape - Sol Plaatjie,0,0,Kimberley,Kimberley,NC - Kimberley,"-28.729067,24.754546",Not applicable,Not applicable,5-Jul-13,6-Jul-13,0,4,Labour related,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue.",30901020,73,56,4,25,2,7548,0,0,7742,11,23,547,80,172,1697,2072,2244,2164,7490,7,1,0,154,58,7,7744,11,0,16,"4
(-28.729067, 24.754546)"
290,Limpopo - Musina,0,1,Musina,Venetia,LP - Musina,"-22.34365,30.041193",Not applicable,Not applicable,5-Jul-13,6-Jul-13,0,4,Labour related,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue.",93401006,125,0,0,34,0,9542,0,11,9928,77,139,302,41,312,2376,2366,2678,2637,9388,3,18,44,233,102,20,9926,77,9,32,"8
(-22.34365, 30.041193)"
441,Western Cape - City of Cape Town,1,0,Cape Town,Western Cape High Court,WC - Cape Town Central,"-33.926184,18.417717",Queen Victoria Street,Government Ave,5-Jul-13,5-Jul-13,0,9,Service delivery,Peaceful,0,5,Protesters were left disappointed outside the Western Cape High Court when it emerged judgment was not expected in the school closures case. Around 30 people affiliated to the Save our Schools campaign listened carefully as their leader apologised for the misunderstanding.,19100077,25,7,42,130,2,27593,0,36,28251,231,185,1578,71,1335,9576,9819,11154,11083,27605,1,11,39,228,47,2,28251,231,9,78,"9
(-33.926183, 18.417717)"
273,North West - Rustenburg,0,0,Rustenburg,Thembelani and Khuseleka 1 mines,NW - Rustenburg,"-25.659526,27.244196",Do not know,Do not know,7-Jul-13,8-Jul-13,0,4,Labour related,Violent,1,5,Workers downed tools on Sunday in solidarity with 19 Association of Mineworkers and Construction Union (AMCU) shop stewards suspended last week for orchestrating an illegal protest that prevented other workers from returning to the surface from their underground shift.,63703018,978,162,52,230,115,15425,5286,1079,23502,0,175,2995,2159,2393,5521,6123,8516,6357,20369,20,14,1071,1318,586,8,23502,0,48,68,"5
(-25.659526, 27.244195)"
276,Gauteng - City of Johannesburg,1,0,Johannesburg,Orange Farm,GP - Orange Farms,"-26.457972,27.858997",Golden Highway,Golden Highway,7-Jul-13,7-Jul-13,0,7,Vigilantism,Violent,1,5,Angry residents set an alleged rapist alight and burnt down his suspected accomplice’s house for allegedly kidnapping and raping young Palesa Mahase and stabbing her to death. Residents also burnt down a house believed to be owned by Palesa’s mother’s boyfriend.,79800004,651,161,726,81,1982,14702,13888,5716,41617,0,3710,299,94,182,11288,11405,11587,11493,40527,0,1,66,389,476,0,41617,0,24,134,"3
(-26.457972, 27.858996)"
271,KwaZulu Natal - eThekwini,1,0,Durban,Kennedy Road shack settlement,KZN - Durban Central,"-29.814105,30.978264",Kennedy road,Kennedy Road,8-Jul-13,9-Jul-13,0,9,Service delivery,Violent,1,5,Abahlali baseKennedy under the banner of Abahlali baseMjondolo demand (1) that the upgrade of Kennedy Road and the provision of housing at Cornubia for everyone that that cannot be accommodated in the Kennedy Road upgrade that was negotiated with Mayor Mlaba’s administration be implemented; (2) that formal electricity be provided to the settlement and (3) that Nigel Gumede be immediately dismissed from his post.,59500025,1290,142,777,438,2472,29137,3624,565,39025,0,580,6435,5461,5780,7192,7847,13627,8166,35991,63,42,198,1456,730,24,39024,0,49,471,"6
(-29.814105, 30.978263)"
274,Gauteng - City of Johannesburg,1,0,Johannesburg,Randburg,GP - Randburg,"-26.10047,28.011417",Jan Smuts Ave,Jan Smuts Ave,8-Jul-13,12-Jul-13,1,4,Labour related,Peaceful,0,5,"Samwu members downed tools, demanding the suspension of Metrobus acting managing director Lawrence Maqekoane, pending an investigation into allegations leveled against him, the dispute related to the recruitment of staff through Adecco recruitment services, which the union saw as a violation of a 2008 agreement on permanent staff.",79800102,84,4,25,419,12,32076,11,10,32875,86,148,1959,128,974,10629,11614,12588,12460,31796,1,25,49,634,154,2,32875,86,24,104,"3
(-26.10047, 28.011417)"
275,Gauteng - City of Johannesburg,1,0,Johannesburg,Florida,GP - Florida,"-26.150833,27.902272",100 Christiaan De Wet Rd,100 Christiaan De Wet Rd,8-Jul-13,12-Jul-13,1,4,Labour related,Peaceful,0,5,"Pikitup employees are striking over a court ruling which says they will not be provided with transport to and from work, strikers have been blocking trucks from leaving its depots.",79800085,478,69,34,198,129,21581,1836,1304,26007,37,341,2621,1253,1672,5569,6518,8190,6937,25204,0,9,60,424,208,0,26007,37,17,48,"3
(-26.150832, 27.902272)"
277,Gauteng - City of Johannesburg,1,0,Johannesburg,Orange Farm,GP - Orange Farms,"-26.478472,27.867247",124th St,124th St,8-Jul-13,8-Jul-13,0,7,Vigilantism,Peaceful,0,5,"Residents marched to Orange Farm police station, demanding that four residents arrested for arson be released. The arrested four are part of the residents who set alight the houses of the young Palesa's rapist and murderer in orange farm.",79800003,231,429,249,88,675,25517,3129,340,31568,0,910,367,108,158,8167,8376,8534,8426,30236,91,6,90,873,136,0,31569,0,52,85,"3
(-26.478472, 27.867246)"
312,KwaZulu Natal - eThekwini,1,1,Durban,Bhekulwandle,KZN - Kwamakutha,"-30.046596,30.844444",M37,M37,8-Jul-13,8-Jul-13,0,1,Crime related,Peaceful,0,5,Praise has been lavished on the Bhekulwandle community after residents detained and handed over house thieves to police.,59500067,940,1573,1610,310,9359,11807,6021,10678,44874,0,2576,3307,859,1623,6632,8316,9939,9080,39168,99,191,507,2206,1258,193,44874,0,242,1010,"6
(-30.046596, 30.844443)"
287,Gauteng - City of Tshwane,1,0,Pretoria,Soshanguve Ward 90,GP - Soshanguve,"-25.524115,28.101148",Do not know,Do not know,9-Jul-13,9-Jul-13,0,9,Service delivery,Peaceful,0,5,"Soshanguve Business and Cooperation Association and Residents of ward 90 marched to their Cllr to hand over memorandum raising concerns about lack of jobs, electricity and water in their area.",79900035,125,95,106,54,114,16519,417,179,17840,4,227,1152,151,290,3501,4363,4653,4502,17260,3,6,59,266,186,0,17842,4,15,43,"3
(-25.524114, 28.101147)"
292,Gauteng - City of Johannesburg,1,0,Johannesburg,"Johannesburg, Luthuli House ANC HQ",GP - Johannesburg Central,"-26.204037,28.038111",Sauer Street,Sauer Street,9-Jul-13,9-Jul-13,0,5,Political causes,Peaceful,0,5,"The FXI in support of the Right2Know Campaign (R2K) picket outside Luthuli House, the African National Congress (ANC) headquarters in Johannesburg in opposition to the Protection of State Information Bill, which was passed on 25 April 2013",79800124,523,179,229,262,5,41154,15,64,43066,13,622,1548,762,1495,14289,14342,15837,15075,40982,36,13,286,1538,55,17,43068,13,22,106,"3
(-26.204037, 28.038111)"
281,Western Cape - City of Cape Town,1,0,Cape Town,St Georges Mall,WC - Cape Town Central,"-33.92293,18.420954",St Georges mall st,Short Market Street,10-Jul-13,10-Jul-13,0,1,Crime related,Peaceful,0,5,"About 200 people, many of them musicians, gathered to protest against the forceful removal this week of blind busker Lunga Goodman Nono. On Monday, Nono, who has occupied a spot on the corner of St George’s Mall and Shortmarket Street since 2008, was manhandled by a group of city law enforcement officers and his guitar was smashed.",19100077,25,7,42,130,2,27593,0,36,28251,231,185,1578,71,1335,9576,9819,11154,11083,27605,1,11,39,228,47,2,28251,231,9,78,"9
(-33.92293, 18.420953)"
284,Limpopo - Ba-Phalaborwa,0,1,Gravelotte,"Village Main Reef mine, Consolidated Murchison",LP - Gravelotte,"-23.950398,30.618743",Gravelotte St,Smarag St,10-Jul-13,10-Jul-13,0,4,Labour related,Peaceful,0,5,"The strike over share-based payments began at the end of the day shift on Wednesday, the eve of industry-wide wage talks between gold producers and trade unions. According to the National Union of Mineworkers (NUM) shop steward, Sehlane Mogalaka, the group went underground on Wednesday at 05:00 for a day shift but they refused to come out after their shift ended in protest against the management's alleged refusal to pay them dividends for the shares they purchased in 2009.",93304018,880,26,1255,12,121,1691,5634,2121,12326,98,488,2481,358,2151,1597,1927,4078,3720,6687,18,274,317,100,3084,1095,12327,98,61,593,"8
(-23.950398, 30.618742)"
286,Gauteng - City of Tshwane,1,0,Pretoria,Winterveld,GP - Loate,"-25.414929,28.032845",Do not know,Do not know,10-Jul-13,10-Jul-13,0,9,Service delivery,Violent,1,5,A group of people ransacked a number of tuck shops in the Winterveld area after metro police demolished shacks they had erected despite stern warnings by the ward councilor. Somali shopkeepers in Winterveld kept their doors closed on Wednesday following a night of looting and attacks.,79900024,2229,618,744,195,1566,7523,18484,15686,47739,0,694,6957,5016,5505,6606,8058,13563,8547,40604,94,56,380,1241,3282,18,47736,0,812,1249,"3
(-25.414929, 28.032844)"
