,Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision,Is Vaccination site
200,GJ Crooke's Hospital,30.74487,-30.2882,District Hospital,KwaZuluNatal,Ugu District Municipality,Umdoni Local Municipality,,"Trauma and emergency,Medicine,Surgery & Orthopaedics,Obstetrics & Gynae,Paediatrics,Dental/Oral Health services, Mental Health,Medical Social Work ,Eye Care & Cataract case finding,Rehabilitation Services,Dietetic Services ,Psychiatric Clinic,Clinical Support Services,Laboratory Services,X-ray services & ultrasound,Primary Health Care Services 13,Gateway Clinic fixed clinics & four mobile teams
Home based care,Community and outreach programmes
HIV & AIDS (VCT & PMCT sites & ARV programmes),
TB & STI Management progammes,Nutrition programmes,Baby friendly Hospital Initiative,School Health Services,Poverty, Alleviation projects,EAP (Staff wellness programmes) ",,297.0,,66.0,66.0,,4.0,2.0,,,,http://www.kznhealth.gov.za/gjcrookeshospital.htm,ZA-KZN,YES
201,St Andrew's Hospital,29.889283,-30.5755,District Hospital,KwaZuluNatal,Ugu District Municipality,Umuziwabantu Local Municipality,,"Ante Natal Clinic,PMTCT Programme,Medical and surgical,services,Paediatrics,Operating theatre,Dental Clinic,Ophthalmic Services,Laboratory,X-Ray, Pharmacy, Physiotherapy,Speech and Audiology,Mental Health Clinic, Occupational therapy,Dietetics",,210.0,,20.0,20.0,,2.0,2.0,,,,http://www.kznhealth.gov.za/standrewshospital.htm,ZA-KZN,YES
202,Northdale Hospital,30.402653,-29.5756,District Hospital,KwaZuluNatal,uMgungundlovu District Municipality,Msunduzi Local Municipality,,"X-Ray / Ultrasound Department,Dental Clinic, Eye clinic,Ante-Natal/Gynaecology Clinic,Gyneacology Clinic,Termination of pregnancy (TOP),Post-Natal Clinic,Paediatric Outpatients Department,Physiotherapy Department,Speech Therapy,Occupational Therapy,Thembalethu Wellness Clinic,The Primary Health Care Clinic (PHC),Primary Health Care",,431.0,,76.0,76.0,,10.0,5.0,,,,http://www.kznhealth.gov.za/northdalehospital.htm,ZA-KZN,YES
203,Appelsbosch Hospital,30.842696,-29.3898,District Hospital,KwaZuluNatal,uMgungundlovu District Municipality,uMshwathi Local Municipality,,"ARV clinic,Audiology,Casualty Department (24 hours),Dental Services,Dietetics,Gateway clinic,General Medical,General Surgical,Laboratory,Maternity,Medical Laboratory Services,Out Patient department
Paediatric ward,Pharmacy,Physiotherapy,Occupational Therapy,Social worker,Speech Therapy,TB clinic,Theatres,VCT,X-Ray department",,336.0,,53.0,53.0,,8.0,4.0,,,,http://www.kznhealth.gov.za/appelsboschhospital.htm,ZA-KZN,
204,Hlabisa Hospital,31.880697,-28.1455,District Hospital,KwaZuluNatal,Umkhanyakude District Municipality,Big 5 Hlabisa Local Municipality,,"Aged and chronic sick,Audiology,Casualty dept / trauma,General medical,General surgical,High Care,Infectious cases,Intensive care,Maternity,Medical Laboratory,Theatres,Occupational , Therapy,Orthopaedics,Speech Therapy,Theatres,Physiotherapy,Psychiatric,Specialist Services,X-ray",Medium,275.0,,38.0,38.0,,5.0,2.0,308.0,,,http://www.kznhealth.gov.za/hlabisahospital.htm,ZA-KZN,
205,Bethesda Hospital,32.082098,-27.5741,District Hospital,KwaZuluNatal,Umkhanyakude District Municipality,Jozini Local Municipality,,"Trauma and emergency – 24hour services,Medicine,Surgery & Orthopaedics,Obstetrics & Gynae,Paediatrics,Dental/Oral Health Services,Mental health,Medical Social Work,Eye care & Cataract case finding,Rehabilitation services,Dietetic Services,Clinical support services,Primary Health Care Services,EAP,Collaboration
",Medium,222.0,,31.0,31.0,,5.0,2.0,230.0,,,http://www.kznhealth.gov.za/bethesdahospital.htm,ZA-KZN,
206,Mosvold Hospital,32.004746,-27.1383,District Hospital,KwaZuluNatal,Umkhanyakude District Municipality,Jozini Local Municipality,,"Casualty Department / Trauma,General Medical,General Surgical,MCWH (Mother Child & Women’s Health),HIV/AIDS,TB,MaternityOccupational Therapy,Dental Facilities,Physiotherapy,Dietetics,Social Worker,Pharmacy,Theatres,X-ray,Eye Clinic,Chronic illnesses,Male Medical Circumcision,School Health,Mobile Clinic services,Residential Clinic services,Medical Laboratory services,Control of communicable diseases,Community health facilitation",,226.0,,43.0,43.0,,13.0,2.0,,,,http://www.kznhealth.gov.za/mosvoldhospital.htm,ZA-KZN,
207,Manguzi Hospital,32.756375,-26.984,District Hospital,KwaZuluNatal,Umkhanyakude District Municipality,uMhlabuyalingana Local Municipality,YES,"Out-patient department (OPD) , 24 hr Casualty ,Theatre/Anaesthetic , Radiography , Laboratory, Medicine , Obstetrics , Pediatrics , Psychiatry , Surgery ,Gynecology, Occupational Health ,Rehabilitation
Services,Preventative services",Medium,264.0,,25.0,25.0,,3.0,2.0,251.0,,,http://www.kznhealth.gov.za/manguzihospital.htm,ZA-KZN,
208,Mseleni Hospital,32.556644,-27.3256,District Hospital,KwaZuluNatal,Umkhanyakude District Municipality,uMhlabuyalingana Local Municipality,,"ART,Communicable diseases,Dental Clinic,Family planning,HCT,Hip replacement,Laboratory Services,MCWHC Services,MMC,Medical ,Mobile Clinics,Mortuary,Nursing Training,Obstetrics and Gynae,Occupational Therapy ,OPD – Medical, Paediatrics, Surgical, Casualty and Trauma,Ophthalmic Services,Orthopaedics ,Paediatrics,Pharmacy,PMTCT,Primary Health Care Services,School Health Care Services,Social Worker ,Surgical,Telemedicine,Theatre and Sterilizing Department,X – Ray/Ultra Sound",Medium,219.0,,17.0,17.0,,5.0,2.0,148.0,,,http://www.kznhealth.gov.za/mselenihospital.htm,ZA-KZN,
209,Dundee Hospital,30.22974,-28.1729,District Hospital,KwaZuluNatal,Umzinyathi District Municipality,Endumeni Local Municipality,,"Casualty Dept/Trauma,Choice of Termination of Pregnancy (CTOP),Crisis Centre,Dental Clinic,Dietetics,Eye Clinic,Family Planning Clinic,General Medical,General Surgical,Heliport/Helipad,Infectious Cases,Maternity,Medical Laboratory Services,Medical Male Circumcision (MMC) high volume centre,Theatres,Occupational therapy,Orthopaedic, Physiotherapy,Primary Health Care Services,Speech therapy & audiology,Telemedicine,X-ray,VCT Clinic,Would care clinic",Medium,224.0,,42.0,42.0,,8.0,2.0,288.0,,,http://www.kznhealth.gov.za/dundeehospital.htm,ZA-KZN,
210,Church of Scotland Hospital,30.450917,-28.7476,District Hospital,KwaZuluNatal,Umzinyathi District Municipality,Msinga Local Municipality,,"Aged and Chronic Sick,Casualty Dept/Trauma, General Outpatients department,Dental Department – scaling and polishing, extractions and fillings,General Medical,General Surgical,Paediatric,Infectious Diseases,Maternity,Medical Laboratory Services,Theatres, Occupational Therapy,Orthopaedic,Physiotherapy,Psychiatric,Tuberculosis,X-ray and Ultrasound,Audiology,Speech therapy,HIV medicine including ART and PMTCT,Child health services including immunizations,Women's health services including contraception and cervical smears, Pharmaceutical services, Social work services, Occupational health services, Eye care services – optometry once per month, Dietetic services,Forensic services.",Large,347.0,,50.0,50.0,,15.0,2.0,374.0,,,http://www.kznhealth.gov.za/coshospital.htm,ZA-KZN,
211,Charles Johnson Mem Hospital,30.672921,-28.2119,District Hospital,KwaZuluNatal,Umzinyathi District Municipality,Nquthu Local Municipality,,"Casualty, trauma & out patients,,Crisis, Centre, Dental, Dietician, General Medical,General Surgical,Geriatric and chronic clinic,Infectious Cases,Maternity,Medical Laboratory,Neonatal and paediatric,Obstetric and Gynaecology
, Occupational Health,Orthopaedics,Physiotherapy, Pharmaceutical, Primary Health Care,Psychiatry,Social work,Theatres,Tuberculosis,VCT and ARV,X-ray and other services.",Large,190.0,,30.0,30.0,,3.0,2.0,385.0,,,http://www.kznhealth.gov.za/cjmhospital.htm,ZA-KZN,
212,Greytown Hospital,30.600049,-29.0657,Specialised Hospital,KwaZuluNatal,Umzinyathi District Municipality,Umvoti Local Municipality,,"24 hour accident and emergency,24 hour crisis center,24 hour x-ray and laboratory,ARV, VCT and PMTCT,Clinical psychology,Dental clinic,Medical,Surgical,Paediatric,Obstetric and Gynaecology,Social work,Pharmaceutical,Physiotherapy,Speech therapyOccupational therapy,Theatre,Women's Health Clinic",,271.0,,43.0,43.0,,6.0,2.0,,,,http://www.kznhealth.gov.za/Greytown/Services.htm,ZA-KZN,YES
213,Estcourt Hospital,29.893932,-29.0205,District Hospital,KwaZuluNatal,Uthukela District Municipality,Inkosi Langalibalele Local Municipality,,"OPD/Casualty,Dental Clinic,Rehab Centre,TB ClinicV.C.T. And PMCTC,Occupational Health Clinic,Laboratory,X-Ray,Crisis Centre,PHC – Gateway Clinic,Psychiatric Department,Pharmacy Department,Medical Service,Surgical Wards,Maternity Services,Theatres,Paediatrics,Ophthalmic Clinic,Social Worker service,ARV Clinic,Psychology and Counselling service,Flying doctors services",Large,325.0,,75.0,75.0,,2.0,3.0,311.0,,,http://www.kznhealth.gov.za/estcourthospital.htm,ZA-KZN,YES
214,Emmaus Hospital,29.381335,-28.8524,District Hospital,KwaZuluNatal,Uthukela District Municipality,Okhahlamba Local Municipality,,"Casualty Dept/Trauma,Dental Facilities,General Medical,General Surgical Maternity,Medical Laboratory Services,Theatres,Tuberculosis,X-ray,PHC service,Outpatient service,VCT centre,PMTCT, service,Crisis centre,Paediatrics,Medical support to surrounding clinics,Social worker,Eye clinic,Pharmacy,Dietetics,Physiotherapy,Occupational therapy
 ",Medium,156.0,,19.0,19.0,,10.0,2.0,156.0,,,http://www.kznhealth.gov.za/emmaushospital.htm,ZA-KZN,
215,Vryheid Hospital,30.797088,-27.7583,District Hospital,KwaZuluNatal,Zululand District Municipality,AbaQulusi Local Municipality,,"Casualty Dept/Trauma,CDC Clinic,Choice of Termination of Pregnancy,Satellite MDR Unit,CSSD,Dental Services,Dietetics,Eye Services,General Ward,General Support Services,Helipad,High Care Unit,HAST,Laboratory,Medical Wards – (Female and Males),Medical Male Circumcision,Obstetrics and Gynaecology,Out Patients (General, Medical, Surgical, Orthopaedic, Paediatric, High RiskPregnancies, Geriatrics, Stomatherapy),Paediatrics Ward,Primary Health Care Services,Physiotherapy,Psychologist,Radiology Services,Rehabilitation Services,Pharmaceutical Services,Social Worker,Stroke Unit,Surgical,Wards (Male and Female),Theatre,Trauma Counselling,Waiting Mothers Lodge,WBOT (Community Services)",Large,338.0,,97.0,97.0,,0.0,0.0,338.0,,,http://www.kznhealth.gov.za/vryheidhospital.htma,ZA-KZN,YES
216,Benedictine Hospital,31.639325,-27.891,District Hospital,KwaZuluNatal,Zululand District Municipality,Nongoma Local Municipality,,"Casualty Dept/Trauma,Crisis center,Dental Facilities,Dentistry services,Dietetics services,Eye services,Family planning services,General Medical,General Surgical,High Care,Intensive Care,Laboratory Services,Maternity,Neonatal & Pediatrics Services,Occupational Health & safety,Operating Theatre,Orthopaedic,Physiotherapy,Primary Health Care Services,Radiology services,Speech Therapy,Social worker,Tuberculosis,Women's clinic,X-Ray",Large,385.0,,47.0,47.0,,2.0,2.0,403.0,,,http://www.kznhealth.gov.za/benedictinehospital.htm,ZA-KZN,YES
217,Ceza Hospital,31.377188,-27.996,District Hospital,KwaZuluNatal,Zululand District Municipality,Ulundi Local Municipality,,"24hr casualty,Clinical forensic services,Eye care,Gateway clinic,Geriatrics,Gynaecology,HBC,CHW, DOTS, VCT, PMTCT,Infection control,Mental Health,Medical Laboratory and access to blood bank,Medicine,Obstetrics,Occupational health,Outpatient,Paediatrics,Radiology and Ultrasound,,Rehabilitation and therapy,Residential and mobile clinics and health promoting school services,Social work services,Surgery,Theatres & Anaesthetics",Medium,160.0,,15.0,15.0,,4.0,1.0,265.0,,,http://www.kznhealth.gov.za/cezahospital.htm,ZA-KZN,
218,Nkonjeni Hospital,31.41477,-28.2266,District Hospital,KwaZuluNatal,Zululand District Municipality,Ulundi Local Municipality,,"Administrative Services,Crisis/Trauma Services,Dental Health Services,Diagnostic Imaging Services,Health Informatics Services,Health Promotion Services,Home Based Care,Infection Control,Laundry, Services,Food Services,Medical In Patient Services,Maintenance Services,Mortuary Services,Obstetrics & Gynaecological Services,Operating Theatre Services & CSSD
Out- Patient Health services- General & Paediatrics,Orthopaedic In Patient services,Occupational Health & safety,Paediatrics In Patient Services,Prevention of Mother to Child Transmission,Resuscitation,Security Services,Staff Residences,Surgical In- Patient Services",Large,230.0,,35.0,35.0,,6.0,2.0,360.0,,,http://www.kznhealth.gov.za/nkonjenihospital.htm,ZA-KZN,
219,Itshelejuba Hospital,31.347971,-27.2774,District Hospital,KwaZuluNatal,Zululand District Municipality,uPhongolo Local Municipality,,"Admitting services,Clinic for chronic diseases,Dental Health,Gateway clinic,General Medical,General Surgical,Gynae and Obstetrics,HAST,High Care,Laundry,Mortuary services,Occupational Health and Safety,Occupational Therapy,Operating Theatres,Outpatient / casualty,Pharmacy,VCT/PMTCT,Social work services,Dietician,Physio / Occupational Therapy,Laboratory, Crisis care management, X-Ray",Small,154.0,,0.0,0.0,,11.0,2.0,150.0,,,http://www.kznhealth.gov.za/itshelejubahospital.htm,ZA-KZN,
220,Inkosi Albert Luthuli Central Hospital,30.958756,-29.8739,Central Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini MM Sub,,"Mother and child services, peri -operative services, surgical services, medical services, professions allied medical support.",Large,852.0,,194.0,194.0,,2.0,19.0,846.0,,,http://www.ialch.co.za/,ZA-KZN,YES
221,King Edward VIII Hospital,30.989507,-29.8822,Central Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini MM Sub,YES,"Athritis Clinic,Clinical Psychology,Dermatology,Dietetics,Ear Throat & Nose (ENT),Emergency and Trauma Unit,Full Radiology Unit,General Medicine,General Surgery,GI Unit,Heamatology,ICU,Neonatal ICU,Maxillo Facial,Medical Physics,Laboratory Services,Obstetrics & Gynae,Occupational Therapy,Orthopaedic,Orthopaedics,Peadiatrics,Pharmacy,Physiotherapy,Psychiatric services,Social work,Special clinic services,Speech & Audio,Theatres,Urology",Large,833.0,,194.0,194.0,,5.0,11.0,852.0,,,http://www.kznhealth.gov.za/kingedwardhospital.htm,ZA-KZN,YES
222,Ngwelezana Hospital,31.864116,-28.7795,Tertiary Hospital,KwaZuluNatal,King Cetshwayo District Municipality,City of uMhlathuze Local Municipality,,"Allied Health Services:Blood Bank Services,Diagnostic and Imaging,Dietetics,Health Technology Services (HTS),Laboratory Services,Occupational Therapy,Optometry,Oral Health, Pharmaceutical, Psychology, Physiotherapy,Speech and Audiology,Social Worker.Medical Services:Anaesthesia, High care and Critical Care ServicesDental,Emergency and Trauma Services,ENT,Internal Medicine and Neurological services,Maxillo Facial,Ophthalmology services,Orthopaedics,Psychiatry,Radiological,Surgical Services,Urology",Medium,489.0,,45.0,50.0,,6.0,6.0,544.0,,,http://www.kznhealth.gov.za/ngwelezanahospital.htm,ZA-KZN,YES
223,Grey's Hospital,30.363784,-29.5796,Tertiary Hospital,KwaZuluNatal,uMgungundlovu District Municipality,Msunduzi Local Municipality,YES,"Accident and Emergency Services,Anaesthetics and Pain Management,Clinical Psychology,Dietetics,Internal Medicine,Laboratory Services,Obstetrics and Gynaecology,Occupational Therapy,Orthopaedic and Sub-Specialties,Pharmaceutical Services,Radiology,Radiotherapy and Oncology,Social Work Services,Speech and Audiology,Surgery – General,Surgery – Subspecialty, General and Sup-Specialty clinics run by Paediatric Outpatients",Medium,507.0,,160.0,160.0,,13.0,13.0,530.0,,,http://www.kznhealth.gov.za/greyshospital.htm,ZA-KZN,YES
224,Charles James TB Hospital,30.885394,-30.017,Specialised Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini MM Sub,,"Respiratory, TB related attention given",Small,220.0,,,,,,,220.0,,,http://www.kznhealth.gov.za/charlesjameshospital.htm,ZA-KZN,
225,Don McKenzie TB Hospital,30.739534,-29.7382,Specialised Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini MM Sub,,"Respiratory, TB related attention given",Small,220.0,,,,,,,220.0,,,http://www.kznhealth.gov.za/donmckenziehospital.htm,ZA-KZN,
226,FOSA TB Hospital,30.968573,-29.7859,Specialised Hospital,KwaZuluNatal,eThekwini Metropolitan Municipality,eThekwini MM Sub,,"Respiratory, TB related attention given",Small,187.0,,,,,,,187.0,,,http://www.kznhealth.gov.za/fosahospital.htm,ZA-KZN,
227,St Margaret's TB MDR Hospital,29.93276,-30.2692,Specialised Hospital,KwaZuluNatal,Harry Gwala District Municipality,uMzimkhulu Local Municipality,,"Respiratory, TB related attention given",Small,80.0,,,,,,,54.0,,,http://www.kznhealth.gov.za/stmargaretshospital.htm,ZA-KZN,
228,Dunstan Farrell TB Hospital,30.512498,-30.5357,Specialised Hospital,KwaZuluNatal,Ugu District Municipality,Ray Nkonyeni Local Municipality,,"Respiratory, TB related attention given",Small,180.0,,,,,,,180.0,,,http://www.kznhealth.gov.za/dunstanfarrellhospital.htm,ZA-KZN,
229,Doris Goodwin TB Hospital,30.336538,-29.6488,Specialised Hospital,KwaZuluNatal,uMgungundlovu District Municipality,Msunduzi Local Municipality,,"Respiratory, TB related attention given",Small,,,,,,,,100.0,,,http://www.kznhealth.gov.za/dorisgoodwinhospital.htm,ZA-KZN,
230,Richmond Chest Hospital,30.275817,-29.8645,Specialised Hospital,KwaZuluNatal,uMgungundlovu District Municipality,Richmond Local Municipality,,"Respiratory, TB related attention given",Small,,,,,,,,180.0,,,http://www.kznhealth.gov.za/richmondhospital.htm,ZA-KZN,
231,Greytown TB Hospital,30.600049,-29.0657,Specialised Hospital,KwaZuluNatal,Umzinyathi District Municipality,Umvoti Local Municipality,,"Respiratory, TB related attention given",Small,,,,,,,,227.0,,,http://www.kznhealth.gov.za/greytownhospital.htm,ZA-KZN,
