GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1984,1984,,AFR,1984,1984,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,8.77,8.77000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1974,1974,,AFR,1974,1974,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,2.35,2.35000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1961,1961,,AFR,1961,1961,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.99,0.99000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1980,1980,,AFR,1980,1980,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,2.37,2.37000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1976,1976,,AFR,1976,1976,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,2.17,2.17000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1999,1999,,AFR,1999,1999,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,10.81,10.81000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1980,1980,,AFR,1980,1980,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,2.50,2.50000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1999,1999,,AFR,1999,1999,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.46,1.46000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1994,1994,,AFR,1994,1994,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,9.22,9.22000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1964,1964,,AFR,1964,1964,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,1.60,1.60000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1981,1981,,AFR,1981,1981,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.70,1.70000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1969,1969,,AFR,1969,1969,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,2.30,2.30000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1989,1989,,AFR,1989,1989,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,1.62,1.62000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,10.76,10.76000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1970,1970,,AFR,1970,1970,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.93,1.93000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1965,1965,,AFR,1965,1965,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,1.85,1.85000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1985,1985,,AFR,1985,1985,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,1.78,1.78000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,9.23,9.23000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.46,1.46000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1973,1973,,AFR,1973,1973,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,2.23,2.23000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1987,1987,,AFR,1987,1987,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,8.97,8.97000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1981,1981,,AFR,1981,1981,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,2.02,2.02000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1989,1989,,AFR,1989,1989,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.61,1.61000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1984,1984,,AFR,1984,1984,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,1.84,1.84000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.59,1.59000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1992,1992,,AFR,1992,1992,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.48,4.48000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1979,1979,,AFR,1979,1979,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,8.18,8.18000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1983,1983,,AFR,1983,1983,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.92,1.92000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1999,1999,,AFR,1999,1999,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.39,1.39000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1967,1967,,AFR,1967,1967,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,6.73,6.73000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1991,1991,,AFR,1991,1991,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.69,1.69000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1988,1988,,AFR,1988,1988,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.10,4.10000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1971,1971,,AFR,1971,1971,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.95,1.95000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1973,1973,,AFR,1973,1973,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,1.33,1.33000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1962,1962,,AFR,1962,1962,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,2.27,2.27000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1982,1982,,AFR,1982,1982,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,2.03,2.03000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1987,1987,,AFR,1987,1987,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,3.75,3.75000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1997,1997,,AFR,1997,1997,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,2.66,2.66000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1963,1963,,AFR,1963,1963,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.54,1.54000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1966,1966,,AFR,1966,1966,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.97,1.97000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1986,1986,,AFR,1986,1986,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,2.06,2.06000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1983,1983,,AFR,1983,1983,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,3.05,3.05000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1970,1970,,AFR,1970,1970,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.36,7.36000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,8.82,8.82000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1984,1984,,AFR,1984,1984,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,3.23,3.23000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1995,1995,,AFR,1995,1995,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.73,1.73000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1975,1975,,AFR,1975,1975,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,2.39,2.39000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1986,1986,,AFR,1986,1986,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.66,1.66000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1983,1983,,AFR,1983,1983,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,8.47,8.47000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1985,1985,,AFR,1985,1985,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.73,1.73000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1972,1972,,AFR,1972,1972,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,1.13,1.13000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1991,1991,,AFR,1991,1991,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.19,4.19000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1961,1961,,AFR,1961,1961,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,3.83,3.83000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1988,1988,,AFR,1988,1988,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.65,1.65000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1997,1997,,AFR,1997,1997,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.47,1.47000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1967,1967,,AFR,1967,1967,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,2.18,2.18000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1974,1974,,AFR,1974,1974,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,8.65,8.65000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1995,1995,,AFR,1995,1995,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,1.32,1.32000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1963,1963,,AFR,1963,1963,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,0.81,0.81000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1979,1979,,AFR,1979,1979,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,2.50,2.50000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1976,1976,,AFR,1976,1976,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,2.05,2.05000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1968,1968,,AFR,1968,1968,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,0.77,0.77000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1964,1964,,AFR,1964,1964,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,0.67,0.67000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1987,1987,,AFR,1987,1987,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,1.69,1.69000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,1971,1971,,AFR,1971,1971,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,1.05,1.05000,,,,,
